title,description,url
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/katipunan
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/cambodian
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/javiergo
Jose Gonzalez Math Webpage,Jose Gonzalez Algebraic Geometry Math,https://math.ucr.edu/~joselg/index.html
Graduate Research Mentoring FAQ,"Can I apply for a GRMP or DYP?  Not directly. Students must be nominated by their graduate program. Programs are allowed to submit a limited number of applications each year for these fellowships, so your program would need to select you as one of their nominees.   If I have had a GRMP fellowship previously, can I also receive a DYP?  Yes.   ",https://graduate.ucr.edu/graduate-research-mentoring-faq
Department of Electrical and Computer Engineering,We Engineer Excellence,https://www.ee.ucr.edu/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://chass.ucr.edu/research/student.html
Department of Physics & Astronomy,College of Natural & Agricultural Sciences,https://www.physics.ucr.edu/
Particle Theory,"
We actively solicit proposals for the following programs to support a postdoctoral fellowship with our group. Please reach out to one of our faculty to discuss sponsoring an application.
UC President's Postdoctoral Fellowship ProgramDue in November, letters required from UCR host.
NSF MPS",https://theory.ucr.edu/
AMO @ UCR,Professor of Artificial Intelligence,https://amo.ucr.edu
Physics & Astronomy 50th Anniversary Celebration, ,https://cnas.ucr.edu/phys50th
Chemistry & Physics and Astronomy,I machine therefore I am.,https://cnasshop.ucr.edu/
AMO @ UCR,Professor of Artificial Intelligence,https://amo.ucr.edu:443/
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20220516012022/https://www.ucr.edu/terms.html
Privacy Policy,"Policy The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20220516012011/https://www.ucr.edu/privacy.html
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20220516012022/https://www.ucr.edu/terms.html
What to Expect - Visitors,"Visitors on Campus If you are not a UC Riverside student or employee, please connect with your university point of contact for specific health and safety precautions that should be taken before coming to campus.  ",http://web.archive.org/web/20220514114426/https://campusreturn.ucr.edu/visitors
Privacy Policy,"Policy The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20220516012011/https://www.ucr.edu/privacy.html
Athletics and Recreation,"The UCR Student Recreation Center is a central hub for recreational, intramural and club sports on campus. Work out in our extensive gym, play pick-up basketball, take a group fitness class or go on an adventure with our Outdoor Excursions program. Our 80,000 square foot recreational facility is the place for fun and fitness at UCR.",http://web.archive.org/web/20220528220556/https://www.ucr.edu/campus-life/athletics-and-recreation
Arts and Culture,"Engage your senses, ignite your intellect, and inspire your creativity with the wide array of arts and cultural happenings at the University of California, Riverside. A quick three-mile jaunt from campus, UCR ARTS in downtown Riverside is a great place to engage with provocative and timely art exhibitions, performances, screenings, and other programs. It’s also home to the California Museum of Photography — the largest photographic center in the western United States that houses the region’s most comprehensive public camera collection. Literary enthusiasts will delight in UCR’s annual Writers Week, the longest-running, free literary event in California. And students in our Department of Creative Writing can pursue the only Bachelor of Arts in Creative Writing in the UC system or an MFA in Creative Writing and Writing for the Performing Arts — all while learning from established writers and poets, including Tom Lutz, founder of the Los Angeles Review of Books. Our interdisciplinary Center for Ideas and Society provides fellowships, research workshops, and public events to strengthen the intellectual and creative life of the university and, by extension, the Riverside community and beyond. The Riverside community also benefits from our Gluck Fellows Program of the Arts, which provides free arts outreach experiences to schools, eldercare homes, museums, and libraries in the most underserved areas of our city. Music and movement abound at our year-round concerts, events, and outdoor music festivals, including showcases by our Department of Dance. And, of course, nothing exhibits Highlander pride quite like our annual Block Party, Spring Splash, or Homecoming Scot Fest — or being privy to a performance by the UCR Pipeband.",http://web.archive.org/web/20220528235652/https://www.ucr.edu/campus-life/arts-and-culture
Health and Safety,"UC Riverside cares about its students’ and employees’ health and wellbeing. That’s why our Healthy Campus initiative was formed in 2016 — to help our students, faculty, and staff achieve greater school and work-life balance. Learn more about the group and how it’s making UCR a healthier place to live and learn.",http://web.archive.org/web/20220512150422/https://www.ucr.edu/campus-life/health-and-safety
Campus Life,"Located in the 10th most populous county in the United States and California’s fastest-growing region, UC Riverside has much to offer. Its diverse, inclusive, and globally focused community reflects California’s many cultures and perspectives. As a member of the world’s most prestigious public university system, we offer our students a premier educational experience. UC Riverside ranked as a Top 10 public university in the U.S. — and America’s most transformative public university — by Money Magazine in 2020. But what makes us great goes far beyond our academic rigor and rankings. There are countless ways to get involved and inspired at UC Riverside. We’re home to a thriving arts community, one-of-a-kind campus events, inspiring lecture series, and more than 450 student organizations.",http://web.archive.org/web/20220528225521/https://www.ucr.edu/campus-life
Undergraduate Research,"Explorers. Activists. Leaders. Entrepreneurs. These are just a few of the ways we describe our undergraduate students at UC Riverside. And for these extraordinary individuals, learning extends far beyond the classroom. UCR undergraduate students have opportunities to participate in real-world, interdisciplinary research — including academic internships, workshops and symposia, and fieldwork — that has an economic, scientific, and social impact on our increasingly interconnected world. Working alongside our award-winning faculty members — including two Nobel Prize winners and 13 members of the Academies of Science and Medicine — UCR undergraduates make a difference on campus and beyond, helping to forge paths of discovery that will benefit generations to come.",http://web.archive.org/web/20220528230608/https://www.ucr.edu/research/undergrad-research
Visitors,"As a member of America’s most prestigious public university system, UC Riverside is one of the most dynamic campuses in the nation. We invite you to explore everything we have to offer — in person or online. Start your journey with UCR: View our campus map, explore our degree programs, or schedule your campus visit today.",http://web.archive.org/web/20220514183719/https://www.ucr.edu/about/visitors
Centers and Facilities,"Every day in our labs, classrooms and field research we are generating new knowledge to help make our community and world a better place. With corporate partners, we are able to bring a wide range of innovations to the marketplace that mitigate air pollution, improve water quality, grow sustainable agriculture, and improve quality of health.",http://web.archive.org/web/20220529001522/https://www.ucr.edu/research/centers
Available Feeds,The following list are UCR's available feeds. These are RSS (Really Simple Syndication) feeds that allow for sharing and distributing web content. Readers can subscribe to our feeds.,http://web.archive.org/web/20220522194423/https://news.ucr.edu/feeds
Visitors,"As a member of America’s most prestigious public university system, UC Riverside is one of the most dynamic campuses in the nation. We invite you to explore everything we have to offer — in person or online. Start your journey with UCR: View our campus map, explore our degree programs, or schedule your campus visit today.",http://web.archive.org/web/20220528221222/https://www.ucr.edu/about/visitors
UC Student Health Insurance Plan (UC SHIP),All UC students are automatically enrolled in the UC Student Health Insurance Plan (UCSHIP). Connect with Student Health Services (SHS) to learn more about UCSHIP coverage and how to waive this coverage if you already have comparable coverage.,http://web.archive.org/web/20220722023615/https://studenthealth.ucr.edu/ucship
The Well,well-being • empowerment • life • learning,http://web.archive.org/web/20220513233206/https://well.ucr.edu/
Underground Scholars Initiative,"About Riverside Underground Scholars (RUS) is student operated and creates a pathway for incarcerated, formerly incarcerated, and system impacted individu",http://web.archive.org/web/20220516140516/https://diversity.ucr.edu/underground-scholars-initiative
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20220606043203/https://www.ucr.edu/terms.html
Dining Services,Delicious | Nutritious | Sustainable,http://web.archive.org/web/20220523150953/https://dining.ucr.edu/
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20220606043203/https://www.ucr.edu/terms.html
Privacy Policy,"Policy The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20220606043233/https://www.ucr.edu/privacy.html
Tour the Gardens,   ,http://web.archive.org/web/20220518134053/https://gardens.ucr.edu/tours
Health and Safety,"UC Riverside cares about its students’ and employees’ health and wellbeing. That’s why our Healthy Campus initiative was formed in 2016 — to help our students, faculty, and staff achieve greater school and work-life balance. Learn more about the group and how it’s making UCR a healthier place to live and learn.",http://web.archive.org/web/20220606043226/https://www.ucr.edu/campus-life/health-and-safety
Athletics and Recreation,"The UCR Student Recreation Center is a central hub for recreational, intramural and club sports on campus. Work out in our extensive gym, play pick-up basketball, take a group fitness class or go on an adventure with our Outdoor Excursions program. Our 80,000 square foot recreational facility is the place for fun and fitness at UCR.",http://web.archive.org/web/20220606043237/https://www.ucr.edu/campus-life/athletics-and-recreation
Centers and Facilities,"Every day in our labs, classrooms and field research we are generating new knowledge to help make our community and world a better place. With corporate partners, we are able to bring a wide range of innovations to the marketplace that mitigate air pollution, improve water quality, grow sustainable agriculture, and improve quality of health.",http://web.archive.org/web/20220606043236/https://www.ucr.edu/research/centers
Arts and Culture,"Engage your senses, ignite your intellect, and inspire your creativity with the wide array of arts and cultural happenings at the University of California, Riverside. A quick three-mile jaunt from campus, UCR ARTS in downtown Riverside is a great place to engage with provocative and timely art exhibitions, performances, screenings, and other programs. It’s also home to the California Museum of Photography — the largest photographic center in the western United States that houses the region’s most comprehensive public camera collection. Literary enthusiasts will delight in UCR’s annual Writers Week, the longest-running, free literary event in California. And students in our Department of Creative Writing can pursue the only Bachelor of Arts in Creative Writing in the UC system or an MFA in Creative Writing and Writing for the Performing Arts — all while learning from established writers and poets, including Tom Lutz, founder of the Los Angeles Review of Books. Our interdisciplinary Center for Ideas and Society provides fellowships, research workshops, and public events to strengthen the intellectual and creative life of the university and, by extension, the Riverside community and beyond. The Riverside community also benefits from our Gluck Fellows Program of the Arts, which provides free arts outreach experiences to schools, eldercare homes, museums, and libraries in the most underserved areas of our city. Music and movement abound at our year-round concerts, events, and outdoor music festivals, including showcases by our Department of Dance. And, of course, nothing exhibits Highlander pride quite like our annual Block Party, Spring Splash, or Homecoming Scot Fest — or being privy to a performance by the UCR Pipeband.",http://web.archive.org/web/20220606043247/https://www.ucr.edu/campus-life/arts-and-culture
Campus Life,"Located in the 10th most populous county in the United States and California’s fastest-growing region, UC Riverside has much to offer. Its diverse, inclusive, and globally focused community reflects California’s many cultures and perspectives. As a member of the world’s most prestigious public university system, we offer our students a premier educational experience. UC Riverside ranked as a Top 10 public university in the U.S. — and America’s most transformative public university — by Money Magazine in 2020. But what makes us great goes far beyond our academic rigor and rankings. There are countless ways to get involved and inspired at UC Riverside. We’re home to a thriving arts community, one-of-a-kind campus events, inspiring lecture series, and more than 450 student organizations.",http://web.archive.org/web/20220606043242/https://www.ucr.edu/campus-life
Undergraduate Admissions Statement of Privacy Practices,"TRANSPARENCY REGARDING THE USE OF YOUR PERSONAL DATA As part of our commitment to protecting your privacy, this statement is designed to provide you with information regarding how UC Riverside (“UCR”) Undergraduate Admissions, part of UC Office of the President, collects and processes the information you share when you use our website located at admissions.ucr.edu, and each of its associated domains (together, the “Sites”), utilize the services of ours which include providing information to prospective UCR undergraduate applicant",http://web.archive.org/web/20220606043218/https://admissions.ucr.edu/privacy-policy
Tartan Soul,"Integrity, Accountability, Excellence and Respect; the four qualities that show the world you are a UCR Highlander. Learn more about your Tartan Soul.",http://web.archive.org/web/20220516082241/https://tartansoul.ucr.edu/
Leadership,Leadership and Administration UC Riverside’s administrative organizational structure features a Provost and Executive Vice Chancellor and six Vice Chancellors whose offices oversee specific areas and who report directly to the Chancellor. ,http://web.archive.org/web/20220528232659/https://www.ucr.edu/leadership
Clery Act Compliance,"Overview The Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act of 1998, commonly referred to as the “Clery Act,” is a federal law that requires each university receiving federal financial aid to annually compile and report specific crime and fire statistics for the university campus and to provide other safety and crime information to members of the campus community.  The Clery Act also requires universities to:",http://web.archive.org/web/20220526025105/https://compliance.ucr.edu/clery-act-compliance
We've been waiting for a Highlander like you!,"Take your place at UC Riverside, one of the most highly ranked and respected universities in the world. UCR stands proud as one of 10 schools within the prestigious UC system, and honors a heritage of world-class academic excellence.",http://web.archive.org/web/20220514005602/https://admissions.ucr.edu/
Privacy Policy,"Policy The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20220606043233/https://www.ucr.edu/privacy.html
Congratulations on being admitted to UC Riverside!,Welcome to UCR — we've been waiting for a Highlander just like you!,http://web.archive.org/web/20220606043216/https://iam.ucr.edu/
Welcome to UC Riverside,"*/ /*-->*/ UCR Undergraduate Admission Inquiry You have questions and we have lots of answers. Tell us what you'd like to know below and explore the handy resources. If you still have questions, please submit the Intake Information Form. We’ll get back to you as soon as possible.",http://web.archive.org/web/20220606043216/https://admissions.ucr.edu/ask
Highlander Day,UC Riverside's Open House,http://web.archive.org/web/20220606043236/https://highlanderday.ucr.edu/
Downloads,"UCR Photo/Zoom Backgrounds! Add yourself to a variety of UCR backgrounds to show that you’re a Highlander at heart. Also makes a great background for your next Zoom meeting, class, or call! To add a custom background to Zoom, click the ""Setup"" icon on the corner or preferences from the main menu. In the side menu, select ""Virtual Background."" Then, click the arrow next to the video options, and upload the desired image from your desktop.",http://web.archive.org/web/20220525094804/https://admissions.ucr.edu/downloads
UCR — Living the Promise,"The University of California, Riverside (UCR) is helping to create better world though important research and education in the fields of health, sustainability, policy and technology through innovative thinking, breakthrough research and real-world solutions.",http://web.archive.org/web/20210323230735/http://promise.ucr.edu/
Tartan Soul,"Integrity, Accountability, Excellence and Respect; the four qualities that show the world you are a UCR Highlander. Learn more about your Tartan Soul.",http://web.archive.org/web/20220606043243/https://tartansoul.ucr.edu/
Employee Resources,Employee Resources,http://web.archive.org/web/20220519043022/https://hr.ucr.edu/employee-resources
Benefits of Belonging,  Human Resources Benefits UC Riverside offers a comprehensive and competitive array of benefit choices. Employment benefits are an important part of your compensation package.,http://web.archive.org/web/20220519060507/https://hr.ucr.edu/total-compensation/benefits-belonging
Staff Assembly,"Many Talents, One Mission",http://web.archive.org/web/20220523044030/https://staffassembly.ucr.edu/
404 - Content Not Found,"We're Sorry,

The requested object or URL could not be found.

The link you followed is either outdated, inaccurate, or has been removed.

Please visit the homepage to get back on track.",http://web.archive.org/web/20210423085417/https://campusmap.ucr.edu/campusMap.php
UCR Campus Map: Campus Map,UC Riverside interactive campus map.,http://web.archive.org/web/20210413193453/https://campusmap.ucr.edu/
Visitors,"As a member of America’s most prestigious public university system, UC Riverside is one of the most dynamic campuses in the nation. We invite you to explore everything we have to offer — in person or online. 

Start your journey with UCR: View our campus map, explore our degree programs, or schedule your campus visit today.",http://web.archive.org/web/20210413220312/https://www.ucr.edu/about/visitors
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210414104115/https://www.ucr.edu/privacy.html
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210414130409/https://www.ucr.edu/terms.html
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210421020317/https://www.ucr.edu/terms.html
Visitors,"As a member of America’s most prestigious public university system, UC Riverside is one of the most dynamic campuses in the nation. We invite you to explore everything we have to offer — in person or online. 

Start your journey with UCR: View our campus map, explore our degree programs, or schedule your campus visit today.",http://web.archive.org/web/20210421020332/https://www.ucr.edu/about/visitors
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210421020342/https://www.ucr.edu/privacy.html
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210414130409/https://www.ucr.edu/terms.html
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210421020342/https://www.ucr.edu/privacy.html
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210421020317/https://www.ucr.edu/terms.html
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210414104115/https://www.ucr.edu/privacy.html
Majors,"World-Class Colleges & Majors

Our dedicated faculty will help you look farther, reach higher and think higher. Select a major below to learn more about what our colleges and schools have to offer.",http://web.archive.org/web/20190412150509/https://admissions.ucr.edu/majors
Career Center,Connect • Inspire • Empower,http://web.archive.org/web/20210421010526/https://careers.ucr.edu/
Health and Safety,"UC Riverside cares about its students’ and employees’ health and wellbeing. That’s why our Healthy Campus initiative was formed in 2016 — to help our students, faculty, and staff achieve greater school and work-life balance. Learn more about the group and how it’s making UCR a healthier place to live and learn.",http://web.archive.org/web/20210420115228/https://www.ucr.edu/campus-life/health-and-safety
Athletics and Recreation,"The UCR Student Recreation Center is a central hub for recreational, intramural and club sports on campus. Work out in our extensive gym, play pick-up basketball, take a group fitness class or go on an adventure with our Outdoor Excursions program. Our 80,000 square foot recreational facility is the place for fun and fitness at UCR.",http://web.archive.org/web/20210420115229/https://www.ucr.edu/campus-life/athletics-and-recreation
Health and Safety,"UC Riverside cares about its students’ and employees’ health and wellbeing. That’s why our Healthy Campus initiative was formed in 2016 — to help our students, faculty, and staff achieve greater school and work-life balance. Learn more about the group and how it’s making UCR a healthier place to live and learn.",http://web.archive.org/web/20210411224903/https://www.ucr.edu/campus-life/health-and-safety
Arts and Culture,"Engage your senses, ignite your intellect, and inspire your creativity with the wide array of arts and cultural happenings at the University of California, Riverside.

A quick three-mile jaunt from campus, UCR ARTS in downtown Riverside is a great place to engage with provocative and timely art exhibitions, performances, screenings, and other programs. It’s also home to the California Museum of Photography — the largest photographic center in the western United States that houses the region’s most comprehensive public camera collection.

Literary enthusiasts will delight in UCR’s annual Writers Week, the longest-running, free literary event in California. And students in our Department of Creative Writing can pursue the only Bachelor of Arts in Creative Writing in the UC system or an MFA in Creative Writing and Writing for the Performing Arts — all while learning from established writers and poets, including Tom Lutz, founder of the Los Angeles Review of Books. 

Our interdisciplinary Center for Ideas and Society provides fellowships, research workshops, and public events to strengthen the intellectual and creative life of the university and, by extension, the Riverside community and beyond. The Riverside community also benefits from our Gluck Fellows Program of the Arts, which provides free arts outreach experiences to schools, eldercare homes, museums, and libraries in the most underserved areas of our city. 

Music and movement abound at our year-round concerts, events, and outdoor music festivals, including showcases by our Department of Dance. And, of course, nothing exhibits Highlander pride quite like our annual Block Party, Spring Splash, or Homecoming Scot Fest — or being privy to a performance by the UCR Pipeband.",http://web.archive.org/web/20210411224910/https://www.ucr.edu/campus-life/arts-and-culture
Campus Life,"Located in the 10th most populous county in the United States and California’s fastest-growing region, UC Riverside has much to offer. Its diverse, inclusive, and globally focused community reflects California’s many cultures and perspectives.

As a member of the world’s most prestigious public university system, we offer our students a premier educational experience. UC Riverside ranked as a Top 10 public university in the U.S. — and America’s most transformative public university — by Money Magazine in 2020. 

But what makes us great goes far beyond our academic rigor and rankings. There are countless ways to get involved and inspired at UC Riverside. We’re home to a thriving arts community, one-of-a-kind campus events, inspiring lecture series, and more than 450 student organizations.",http://web.archive.org/web/20210415052803/https://www.ucr.edu/campus-life
Athletics and Recreation,"The UCR Student Recreation Center is a central hub for recreational, intramural and club sports on campus. Work out in our extensive gym, play pick-up basketball, take a group fitness class or go on an adventure with our Outdoor Excursions program. Our 80,000 square foot recreational facility is the place for fun and fitness at UCR.",http://web.archive.org/web/20210411224903/https://www.ucr.edu/campus-life/athletics-and-recreation
"Privacy Policy | University of California, Riverside","Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20190406070745/https://www.ucr.edu/privacy.html
"Terms and Conditions of Use | University of California, Riverside","Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20190406064921/https://www.ucr.edu/terms.html
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210323230756/https://www.ucr.edu/privacy.html
Coronavirus,"Coronavirus (COVID-19)

Background, news, and resources about UC Riverside's response to COVID-19.

For announcements on the latest news, updates, resources, and guidance documents click here",http://web.archive.org/web/20210323232741/https://ehs.ucr.edu/coronavirus
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210411224926/https://www.ucr.edu/terms.html
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210323230746/https://www.ucr.edu/terms.html
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210414130407/https://www.ucr.edu/privacy.html
Career Center,Connect • Inspire • Empower,http://web.archive.org/web/20210414164604/https://careers.ucr.edu/
"Terms and Conditions of Use | University of California, Riverside","Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20190406064921/http://www.ucr.edu/terms.html
Career Center,Connect • Inspire • Empower,http://web.archive.org/web/20210420103522/https://careers.ucr.edu/
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210323230746/https://www.ucr.edu/terms.html
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210323230756/https://www.ucr.edu/privacy.html
Dining Services,Delicious | Nutritious | Sustainable,http://web.archive.org/web/20210411224914/https://dining.ucr.edu/
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210414142155/https://www.ucr.edu/terms.html
Human Resources,Helping employees maximize their potential,http://web.archive.org/web/20210413123922/https://hr.ucr.edu/
Athletics and Recreation,"The UCR Student Recreation Center is a central hub for recreational, intramural and club sports on campus. Work out in our extensive gym, play pick-up basketball, take a group fitness class or go on an adventure with our Outdoor Excursions program. Our 80,000 square foot recreational facility is the place for fun and fitness at UCR.",http://web.archive.org/web/20210326052459/https://www.ucr.edu/campus-life/athletics-and-recreation
Campus Life,"Located in the 10th most populous county in the United States and California’s fastest-growing region, UC Riverside has much to offer. Its diverse, inclusive, and globally focused community reflects California’s many cultures and perspectives.

As a member of the world’s most prestigious public university system, we offer our students a premier educational experience. UC Riverside ranked as a Top 10 public university in the U.S. — and America’s most transformative public university — by Money Magazine in 2020. 

But what makes us great goes far beyond our academic rigor and rankings. There are countless ways to get involved and inspired at UC Riverside. We’re home to a thriving arts community, one-of-a-kind campus events, inspiring lecture series, and more than 450 student organizations.",http://web.archive.org/web/20210410213606/https://www.ucr.edu/campus-life
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site

By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20210414142155/https://www.ucr.edu/terms.html
Available Feeds,The following list are UCR's available feeds. These are RSS (Really Simple Syndication) feeds that allow for sharing and distributing web content. Readers can subscribe to our feeds.,http://web.archive.org/web/20210413154104/https://news.ucr.edu/feeds
Privacy Policy,"Policy

The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20210411224902/https://www.ucr.edu/privacy.html
